SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,March-27-2019,Single Family Residential,785 Lakeview Ave,San Francisco,CA,94112,1574801,3,2.0,Ingleside,1730,2495,1957,29,910,,Sold,,,http://www.redfin.com/CA/San-Francisco/785-Lakeview-Ave-94112/home/1704879,San Francisco MLS,481164,N,Y,37.7181067,-122.4620937
PAST SALE,April-4-2019,Single Family Residential,359 Byxbee St,San Francisco,CA,94132,1575000,3,2.0,Merced Heights,1600,2495,1939,21,984,,Sold,,,http://www.redfin.com/CA/San-Francisco/359-Byxbee-St-94132/home/822194,San Francisco MLS,479720,N,Y,37.7208049,-122.4701427
PAST SALE,April-2-2019,Single Family Residential,189 Margaret Ave,San Francisco,CA,94112,1151000,3,2.0,Ingleside,1587,2495,1950,23,725,,Sold,,,http://www.redfin.com/CA/San-Francisco/189-Margaret-Ave-94112/home/2028222,San Francisco MLS,481435,N,Y,37.7161744,-122.4534581
PAST SALE,April-15-2019,Single Family Residential,45 Lobos St,San Francisco,CA,94112,960000,3,2.0,Oceanview,1419,3125,1911,10,677,,Sold,,,http://www.redfin.com/CA/San-Francisco/45-Lobos-St-94112/home/826898,San Francisco MLS,482352,N,Y,37.7147755,-122.4537677
PAST SALE,April-10-2019,Single Family Residential,3019 Broderick St,San Francisco,CA,94123,2209500,3,2.0,Cow Hollow,,1934,1938,15,,,Sold,,,http://www.redfin.com/CA/San-Francisco/3019-Broderick-St-94123/home/1984313,San Francisco MLS,480023,N,Y,37.7981935,-122.4444126
PAST SALE,March-8-2019,Single Family Residential,2519 Broadway St,San Francisco,CA,94115,5500000,4,3.5,Pacific Heights,,3584,1937,48,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2519-Broadway-94115/home/564105,San Francisco MLS,480552,N,Y,37.793499,-122.4394472
PAST SALE,March-28-2019,Single Family Residential,2720 Pierce St,San Francisco,CA,94123,6500000,5,4.5,Pacific Heights,4380,4935,1907,28,1484,,Sold,,,http://www.redfin.com/CA/San-Francisco/2720-Pierce-St-94123/home/940918,San Francisco MLS,481881,N,Y,37.7951679,-122.438193
PAST SALE,March-22-2019,Single Family Residential,318 Raymond Ave,San Francisco,CA,94134,1201800,5,4.0,Visitacion Valley,2445,2495,1963,34,492,,Sold,,,http://www.redfin.com/CA/San-Francisco/318-Raymond-Ave-94134/home/1792807,San Francisco MLS,480599,N,Y,37.714103,-122.4095835
PAST SALE,January-30-2019,Single Family Residential,674 15th Ave,San Francisco,CA,94118,1775000,3,2.0,Central Richmond,1700,3184,1917,85,1044,,Sold,,,http://www.redfin.com/CA/San-Francisco/674-15th-Ave-94118/home/1839558,San Francisco MLS,480888,N,Y,37.7754236,-122.4733709
PAST SALE,February-7-2019,Single Family Residential,1851 18th Ave,San Francisco,CA,94122,1675000,3,2.0,Inner Sunset,1395,2996,1958,77,1201,,Sold,,,http://www.redfin.com/CA/San-Francisco/1851-18th-Ave-94122/home/642142,San Francisco MLS,479895,N,Y,37.7533163,-122.4756704
PAST SALE,March-6-2019,Single Family Residential,701 Quintara St,SAN FRANCISCO,CA,94116,1900000,4,4.5,SAN FRANCISCO,1818,1603,1940,50,1045,,Sold,,,http://www.redfin.com/CA/San-Francisco/701-Quintara-St-94116/home/1101521,MLSListings,ML81739019,N,Y,37.7486484,-122.4730614
PAST SALE,February-22-2019,Single Family Residential,834 41st Ave,San Francisco,CA,94121,1425000,3,2.0,Outer Richmond,1515,3000,1925,62,941,,Sold,,,http://www.redfin.com/CA/San-Francisco/834-41st-Ave-94121/home/1444910,San Francisco MLS,480315,N,Y,37.7729755,-122.5011938
PAST SALE,March-21-2019,Single Family Residential,34 25th Ave,San Francisco,CA,94121,6250000,5,5.5,Sea Cliff,5725,10254,1914,35,1092,,Sold,,,http://www.redfin.com/CA/San-Francisco/34-25th-Ave-94121/home/605927,San Francisco MLS,480295,N,Y,37.788517,-122.484256
PAST SALE,March-22-2019,Single Family Residential,6529 California St,San Francisco,CA,94121,2150000,3,2.5,Sea Cliff,1920,2495,1907,34,1120,,Sold,,,http://www.redfin.com/CA/San-Francisco/6529-California-St-94121/home/1984574,San Francisco MLS,480572,N,Y,37.7835599,-122.4878636
PAST SALE,April-12-2019,Single Family Residential,466 26th Ave,San Francisco,CA,94121,2050000,5,2.0,Central Richmond,2235,,,13,917,,Sold,,,http://www.redfin.com/CA/San-Francisco/466-26th-Ave-94121/home/608409,San Francisco MLS,482416,N,Y,37.7807395,-122.4856086
PAST SALE,March-18-2019,Single Family Residential,345 Holly Park Cir,SAN FRANCISCO,CA,94110,1450000,3,2.0,SAN FRANCISCO,1400,1598,1923,38,1036,,Sold,,,http://www.redfin.com/CA/San-Francisco/345-Holly-Park-Cir-94110/home/1815122,MLSListings,ML81740606,N,Y,37.736557,-122.4189749
PAST SALE,March-22-2019,Single Family Residential,821 Moultrie St,San Francisco,CA,94110,1790000,4,3.0,Bernal Heights,1793,1751,,34,998,,Sold,,,http://www.redfin.com/CA/San-Francisco/821-Moultrie-St-94110/home/937106,San Francisco MLS,480165,N,Y,37.734475,-122.4160547
PAST SALE,March-18-2019,Single Family Residential,160 Anderson St,SAN FRANCISCO,CA,94110,2300000,4,3.0,SAN FRANCISCO,2666,1750,1981,38,863,,Sold,,,http://www.redfin.com/CA/San-Francisco/160-Anderson-St-94110/home/1912109,MLSListings,ML81739943,N,Y,37.7408075,-122.4153246
PAST SALE,April-8-2019,Single Family Residential,75 Gates St,San Francisco,CA,94110,1600000,3,2.0,Bernal Heights,,1750,1947,17,,,Sold,,,http://www.redfin.com/CA/San-Francisco/75-Gates-St-94110/home/1751997,San Francisco MLS,481925,N,Y,37.7419046,-122.4136751
PAST SALE,February-6-2019,Single Family Residential,44 Lagunitas,San Francisco,CA,94132,1825000,3,2.5,Lakeside,2325,5667,1938,78,785,,Sold,,,http://www.redfin.com/CA/San-Francisco/44-Lagunitas-Dr-94132/home/1057065,San Francisco MLS,479728,N,Y,37.7332634,-122.4729729
PAST SALE,February-22-2019,Single Family Residential,2643 20th Ave,San Francisco,CA,94116,2030000,4,4.0,Parkside,2119,2996,1926,62,958,,Sold,,,http://www.redfin.com/CA/San-Francisco/2643-20th-Ave-94116/home/1532315,San Francisco MLS,480227,N,Y,37.7384405,-122.4767428
PAST SALE,April-3-2019,Single Family Residential,2566 33rd Ave,San Francisco,CA,94116,1260000,3,2.0,Parkside,1465,2996,1949,22,860,,Sold,,,http://www.redfin.com/CA/San-Francisco/2566-33rd-Ave-94116/home/1315980,San Francisco MLS,483391,N,Y,37.7392946,-122.4902844
PAST SALE,April-12-2019,Single Family Residential,2983 26th Ave,San Francisco,CA,94132,2615000,4,4.5,Merced Manor,2732,4399,1935,13,957,,Sold,,,http://www.redfin.com/CA/San-Francisco/2983-26th-Ave-94132/home/1728997,San Francisco MLS,482465,N,Y,37.7328498,-122.4821707
PAST SALE,February-21-2019,Single Family Residential,148 Alhambra St,San Francisco,CA,94123,2825000,3,3.5,Marina,2638,3400,1925,63,1071,,Sold,,,http://www.redfin.com/CA/San-Francisco/148-Alhambra-St-94123/home/558171,San Francisco MLS,479713,N,Y,37.8021742,-122.4389607
PAST SALE,April-12-2019,Single Family Residential,156 Midcrest Way,SAN FRANCISCO,CA,94131,1710000,3,2.0,SAN FRANCISCO,1512,3785,1954,13,1131,,Sold,,,http://www.redfin.com/CA/San-Francisco/156-Midcrest-Way-94131/home/1766581,MLSListings,ML81742582,N,Y,37.74933,-122.448237
PAST SALE,April-12-2019,Single Family Residential,100 Woodside Ave,San Francisco,CA,94127,1540000,3,2.5,Forest Hill Extension,1635,3885,,13,942,,Sold,,,http://www.redfin.com/CA/San-Francisco/100-Woodside-Ave-94127/home/1239089,San Francisco MLS,482299,N,Y,37.746495,-122.4569965
PAST SALE,April-12-2019,Single Family Residential,273 Magellan Ave,San Francisco,CA,94116,4200888,4,5.0,Forest Hill,4000,4180,2014,13,1050,,Sold,,,http://www.redfin.com/CA/San-Francisco/273-Magellan-Ave-94116/home/40628993,San Francisco MLS,482590,N,Y,37.7466341,-122.460988
PAST SALE,March-6-2019,Single Family Residential,1701 Gough St,San Francisco,CA,94109,3575000,4,2.5,Lower Pacific Height,3253,,1900,50,1099,,Sold,,,http://www.redfin.com/CA/San-Francisco/1701-Gough-St-94109/home/881529,San Francisco MLS,475199,N,Y,37.7890956,-122.4258216
PAST SALE,April-8-2019,Single Family Residential,221 Benton Ave,San Francisco,CA,94112,2750000,4,4.0,Bernal Heights,2400,3371,1927,17,1146,,Sold,,,http://www.redfin.com/CA/San-Francisco/221-Benton-Ave-94112/home/766828,San Francisco MLS,481724,N,Y,37.7331633,-122.4230785
PAST SALE,March-27-2019,Single Family Residential,148 Faith St,San Francisco,CA,94110,1625000,3,3.0,Bernal Heights,2083,1750,1998,29,780,,Sold,,,http://www.redfin.com/CA/San-Francisco/148-Faith-St-94110/unit-V/home/1293374,San Francisco MLS,481172,N,Y,37.7444357,-122.4068511
PAST SALE,April-10-2019,Single Family Residential,331 Vicente St,San Francisco,CA,94127,2900000,3,3.0,West Portal,2400,3014,1929,15,1208,,Sold,,,http://www.redfin.com/CA/San-Francisco/331-Vicente-St-94127/home/1334271,San Francisco MLS,482466,N,Y,37.739294,-122.470559
PAST SALE,March-12-2019,Single Family Residential,2730 44th Ave,San Francisco,CA,94116,1725000,4,3.5,Outer Parkside,,2996,1951,44,,,Sold,,,http://www.redfin.com/CA/San-Francisco/2730-44th-Ave-94116/home/1847987,San Francisco MLS,480897,N,Y,37.7358177,-122.5018601
PAST SALE,March-29-2019,Single Family Residential,2701 41st Ave,San Francisco,CA,94116,1900000,6,4.0,Outer Parkside,2613,1746,1947,27,727,,Sold,,,http://www.redfin.com/CA/San-Francisco/2701-41st-Ave-94116/home/1620806,San Francisco MLS,480102,N,Y,37.7362773,-122.4991331
PAST SALE,April-9-2019,Single Family Residential,2434 42nd Ave,San Francisco,CA,94116,1900000,4,4.0,Outer Parkside,2139,2996,1953,16,888,,Sold,,,http://www.redfin.com/CA/San-Francisco/2434-42nd-Ave-94116/home/1867426,San Francisco MLS,481395,N,Y,37.7412854,-122.5000002
PAST SALE,April-10-2019,Single Family Residential,368 Country Club Dr,San Francisco,CA,94132,1615000,4,2.5,Lake Shore,1731,3881,1952,15,933,,Sold,,,http://www.redfin.com/CA/San-Francisco/368-Country-Club-Dr-94132/home/1672760,San Francisco MLS,481730,N,Y,37.7326206,-122.4949932
PAST SALE,March-1-2019,Single Family Residential,2936 Griffith St,San Francisco,CA,94124,1400000,4,3.0,Bayview,2165,2500,1991,55,647,,Sold,,,http://www.redfin.com/CA/San-Francisco/2936-Griffith-St-94124/home/2011454,San Francisco MLS,476651,N,Y,37.7166428,-122.3898952
PAST SALE,March-7-2019,Single Family Residential,417 Noriega St,San Francisco,CA,94122,1860000,4,3.0,Golden Gate Heights,2480,3075,1967,49,750,,Sold,,,http://www.redfin.com/CA/San-Francisco/417-Noriega-St-94122/home/642042,San Francisco MLS,480708,N,Y,37.7546001,-122.468241
PAST SALE,March-6-2019,Single Family Residential,737 Panorama Dr,San Francisco,CA,94131,1525000,3,2.0,Midtown Terrace,1305,4125,1958,50,1169,,Sold,,,http://www.redfin.com/CA/San-Francisco/737-Panorama-Dr-94131/home/1782605,San Francisco MLS,480784,N,Y,37.7532329,-122.453823
